Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
218,70,RM,9906,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,GasA,Fa,N,SBrkr,810,518,0,1328,0,0,1,0,3,1,TA,8,Typ,0,None,Detchd,29,Unf,1,TA,TA,Y,0,172,60,0,0,0,0,None,None,0,9,2006,WD,Family,107000
221,20,RL,8990,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,GasA,Ex,Y,SBrkr,1498,0,0,1498,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,93,RFn,2,TA,TA,Y,351,33,0,0,0,0,0,None,None,0,4,2006,New,Partial,204900
223,60,RL,11475,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,GasA,TA,Y,SBrkr,811,741,0,1552,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,62,RFn,2,TA,TA,Y,209,208,0,0,0,0,0,MnPrv,None,0,2,2006,WD,Normal,179900
225,20,RL,13472,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,Hip,CompShg,VinylSd,VinylSd,922,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,GasA,Ex,Y,SBrkr,2392,0,0,2392,0,0,2,0,3,1,Ex,8,Typ,1,Ex,Attchd,90,Fin,3,TA,TA,Y,248,105,0,0,0,0,0,None,None,0,6,2009,WD,Normal,386250
226,160,RM,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,Gable,CompShg,HdBoard,HdBoard,142,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,78,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,5,2009,COD,Abnorml,112000
233,160,RM,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,Gable,CompShg,HdBoard,HdBoard,297,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,483,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,1,Po,Attchd,59,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,94500
239,20,RL,12030,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,254,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1694,GasA,Ex,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,94,Fin,3,TA,TA,Y,168,228,0,0,0,0,0,None,None,0,12,2007,New,Partial,318000
246,20,RL,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,Gable,CompShg,Wd Sdng,Wd Sdng,102,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,GasA,Gd,Y,SBrkr,1872,0,0,1872,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,75,Fin,2,TA,TA,Y,197,39,0,0,0,0,0,None,None,0,6,2006,WD,Normal,241500
247,190,RM,9142,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,Gable,CompShg,AsbShng,AsbShng,0,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,0,1020,GasA,Gd,N,FuseP,908,1020,0,1928,0,0,2,0,4,2,Fa,9,Typ,0,None,Detchd,4,Unf,1,Po,Po,Y,0,60,112,0,0,0,0,None,None,0,4,2006,WD,Normal,137000
251,30,RL,5350,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,Gable,CompShg,Wd Sdng,Plywood,0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,Fa,6,Mod,0,None,None,98,None,0,None,None,Y,263,0,0,0,0,0,0,GdWo,Shed,450,5,2010,WD,Normal,76500
253,60,RL,8366,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,GasA,Ex,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,91,RFn,2,TA,TA,Y,138,45,0,0,0,0,0,None,None,0,12,2008,WD,Normal,173000
260,20,RM,12702,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,Gable,CompShg,BrkFace,BrkFace,0,TA,TA,PConc,None,None,None,None,0,None,0,0,GasA,Gd,Y,FuseA,882,0,0,882,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,43,Unf,1,TA,TA,Y,0,45,0,0,0,0,0,None,None,0,12,2008,WD,Normal,97000
266,20,RL,12090,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,Gable,CompShg,MetalSd,MetalSd,210,TA,Gd,CBlock,Gd,TA,No,GLQ,588,LwQ,228,606,GasA,TA,Y,SBrkr,1422,0,0,1422,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,68,Fin,2,TA,TA,Y,276,0,0,0,0,0,0,GdPrv,None,0,6,2008,WD,Normal,175500
269,30,RM,6900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,ALQ,403,Rec,125,212,GasA,Ex,Y,SBrkr,778,0,0,778,0,0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,53,Fin,1,Ex,Ex,Y,0,25,0,0,0,0,0,None,None,0,2,2008,WD,Normal,120500
270,20,RL,7917,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,Hip,CompShg,HdBoard,HdBoard,174,TA,Gd,CBlock,TA,Gd,No,BLQ,751,Unf,0,392,GasA,TA,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,74,RFn,1,TA,Gd,Y,370,30,0,0,0,0,0,GdPrv,None,0,5,2007,WD,Normal,148000
273,60,RL,11764,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,Gable,CompShg,VinylSd,VinylSd,348,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,628,GasA,Ex,Y,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,86,Fin,3,TA,TA,Y,132,57,0,0,0,0,0,None,None,0,4,2010,WD,Normal,290000
274,20,RL,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,Hip,CompShg,Wd Sdng,Wd Sdng,183,TA,TA,CBlock,TA,TA,No,Rec,620,LwQ,620,0,GasA,Gd,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,1,TA,6,Min1,1,Gd,Attchd,45,RFn,1,TA,TA,Y,289,0,0,0,0,0,0,MnPrv,None,0,4,2009,WD,Normal,139000
278,20,RL,19138,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,38,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,6,2010,WD,Normal,141000
285,120,RL,8012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,Gable,CompShg,Plywood,ImStucc,0,Gd,TA,PConc,Gd,TA,No,GLQ,430,Unf,0,1145,GasA,Gd,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,79,RFn,2,TA,TA,Y,0,0,52,0,0,0,0,None,None,0,7,2007,WD,Normal,179200
288,20,RL,8125,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,No,BLQ,614,Unf,0,244,GasA,TA,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,TA,5,Typ,0,None,None,98,None,0,None,None,Y,0,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,88000
291,60,RL,15611,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1079,GasA,Ex,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,93,RFn,2,Gd,TA,Y,0,51,0,0,0,0,0,None,None,0,7,2006,New,Partial,233230
296,80,RL,7937,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,Av,GLQ,819,Unf,0,184,GasA,TA,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,TA,6,Typ,0,None,Detchd,71,Unf,2,TA,TA,Y,120,0,0,0,0,0,0,GdPrv,None,0,3,2006,WD,Normal,142500
310,20,RL,12378,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,622,GasA,Ex,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,Ex,8,Typ,3,Ex,Attchd,90,Fin,3,TA,TA,Y,208,175,0,0,0,0,0,None,None,0,11,2006,WD,Normal,360000
314,20,RL,215245,Pave,None,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,Hip,CompShg,BrkFace,BrkFace,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,Rec,820,80,GasW,TA,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,52,RFn,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,375000
333,20,RL,10655,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,Gable,CompShg,VinylSd,VinylSd,296,Gd,TA,PConc,Gd,TA,No,GLQ,1124,None,479,1603,GasA,Ex,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,90,RFn,3,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,10,2009,WD,Normal,284000
335,60,RL,9042,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,Unf,0,115,GasA,Gd,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,85,Fin,2,TA,TA,Y,100,38,0,0,0,0,0,None,None,0,7,2008,WD,Normal,192000
340,20,RL,12400,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,Wd Sdng,Wd Sdng,176,TA,TA,CBlock,TA,Fa,No,Rec,585,Unf,0,630,GasA,TA,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,45,Unf,1,TA,TA,Y,0,0,0,0,234,0,0,None,None,0,6,2009,WD,Normal,155000
342,20,RH,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,Gable,CompShg,Wd Sdng,AsbShng,0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,721,GasA,Gd,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,TA,4,Typ,0,None,CarPort,37,Unf,1,TA,TA,N,250,0,24,0,0,0,0,None,None,0,9,2009,WD,Normal,82000
345,160,RM,2592,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,Gable,CompShg,CemntBd,CmentBd,0,TA,TA,CBlock,Gd,TA,No,Rec,129,BLQ,232,175,GasA,TA,Y,SBrkr,536,576,0,1112,0,0,1,1,3,1,TA,4,Typ,0,None,Attchd,63,Unf,1,TA,TA,Y,182,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,85000
346,50,RL,6435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,972,GasA,Gd,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,Fa,6,Typ,1,Gd,Detchd,28,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,10,2006,WD,Normal,140200
348,20,RL,17600,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,Gable,CompShg,Wd Sdng,Wd Sdng,30,TA,TA,CBlock,TA,TA,No,BLQ,1270,Unf,0,208,GasA,Ex,Y,FuseA,1478,0,0,1478,1,0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,47,Unf,2,TA,TA,Y,0,40,0,0,0,0,0,None,None,0,12,2009,WD,Normal,157500
354,30,RM,8520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,Gable,CompShg,VinylSd,VinylSd,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,624,GasA,Gd,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,92,Unf,2,TA,TA,Y,106,0,0,0,0,0,0,None,None,0,5,2010,WD,Normal,105900
357,20,RL,9248,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,Gable,CompShg,HdBoard,HdBoard,106,TA,TA,PConc,Gd,TA,No,GLQ,560,Unf,0,598,GasA,Gd,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,79,RFn,2,TA,TA,Y,120,26,0,0,0,0,0,None,None,0,7,2009,WD,Normal,173000
361,85,RL,7540,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,Gd,TA,Av,GLQ,773,Unf,0,115,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,65,RFn,2,TA,TA,Y,0,0,0,0,192,0,0,MnPrv,None,0,6,2007,WD,Normal,156000
363,85,RL,7301,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,Gable,CompShg,HdBoard,HdBoard,500,Gd,TA,Slab,None,None,None,None,0,None,0,0,GasA,Ex,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,90,RFn,2,TA,TA,Y,0,0,177,0,0,0,0,None,None,0,7,2009,ConLD,Normal,198500
372,50,RL,17120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,Gable,CompShg,WdShing,Plywood,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,GasA,TA,Y,SBrkr,1120,468,0,1588,0,0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,78,Fin,2,TA,TA,N,0,59,0,0,0,0,0,None,None,0,7,2008,WD,Normal,134432
373,120,RL,7175,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,121,0,GasA,TA,Y,SBrkr,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,None,Attchd,71,Unf,1,TA,TA,Y,353,0,0,0,90,0,0,MnPrv,None,0,2,2010,WD,Normal,125000
376,30,RL,10020,Pave,None,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,Gable,CompShg,Wd Sdng,Wd Sdng,0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350,Unf,0,333,GasA,Gd,N,FuseA,904,0,0,904,1,0,0,1,1,1,Fa,4,Maj1,0,None,None,98,None,0,None,None,Y,0,0,0,0,0,0,0,None,None,0,3,2009,WD,Normal,61000
377,85,RL,8846,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,GLQ,298,Unf,0,572,GasA,Ex,Y,SBrkr,914,0,0,914,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,85,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,148000
380,60,RL,8123,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,16,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,982,GasA,Ex,Y,SBrkr,1007,793,0,1800,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,87,Fin,2,TA,TA,Y,100,63,0,0,0,0,0,None,None,0,6,2009,WD,Normal,179000
383,60,RL,9245,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,GasA,Ex,Y,SBrkr,939,858,0,1797,0,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,93,RFn,2,TA,TA,Y,144,53,0,0,0,0,0,None,None,0,4,2007,WD,Normal,213500
388,80,RL,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,Hip,CompShg,MetalSd,MetalSd,255,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,0,410,GasA,Ex,Y,SBrkr,1125,0,0,1125,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,64,Unf,1,TA,TA,Y,296,0,0,0,0,0,0,GdWo,None,0,10,2009,WD,Abnorml,125000
389,20,RL,9382,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,125,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,GasA,Ex,Y,SBrkr,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,86,RFn,2,TA,TA,Y,120,25,0,0,0,0,0,None,None,0,7,2008,WD,Normal,191000
397,20,RL,7200,Pave,None,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,Hip,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,72,RFn,2,TA,TA,Y,215,0,0,0,0,0,0,None,None,0,9,2009,WD,Normal,123000
405,60,RL,10364,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,806,GasA,Gd,Y,SBrkr,806,766,0,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,82,Fin,2,TA,TA,Y,0,40,0,0,0,0,0,None,None,0,5,2007,WD,Normal,168000
407,50,RL,10480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1064,GasA,Ex,Y,FuseA,1166,0,473,1639,0,0,1,0,3,1,TA,6,Maj2,0,None,Detchd,25,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,3,2008,WD,Normal,115000
411,20,RL,9571,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,Gable,CompShg,BrkComm,Brk Cmn,0,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1276,GasA,TA,Y,FuseA,1276,0,0,1276,0,0,1,0,3,1,TA,5,Mod,0,None,Attchd,45,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,6,2009,COD,Abnorml,60000
412,190,RL,34650,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,Hip,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,Unf,0,0,GasA,TA,N,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,42,Fin,2,TA,TA,Y,264,0,0,0,0,0,0,None,None,0,1,2006,WD,Normal,145000
418,70,RL,22420,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,Hip,CompShg,Wd Sdng,Stucco,0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,0,242,GasW,TA,N,FuseA,1370,1254,0,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,8,Unf,3,TA,TA,N,0,0,0,0,0,0,0,None,None,0,11,2007,WD,Normal,239000
420,20,RL,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,0,281,GasA,Ex,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,55,Unf,1,TA,TA,Y,0,85,184,0,0,0,0,None,None,0,7,2010,WD,Normal,142000
427,80,RL,12800,Pave,None,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,Gable,CompShg,Wd Sdng,Wd Sdng,145,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,0,GasA,Gd,Y,SBrkr,1644,0,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,76,Fin,2,TA,TA,Y,80,0,0,0,396,0,0,None,None,0,8,2009,WD,Normal,275000
430,20,RL,11457,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,0,387,GasA,TA,Y,SBrkr,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,75,Unf,2,TA,TA,Y,0,0,169,0,0,0,0,None,None,0,3,2009,WD,Normal,175000
432,50,RM,5586,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,GasA,Gd,Y,SBrkr,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,0,None,None,98,None,0,None,None,N,0,98,0,0,0,0,0,MnPrv,None,0,9,2008,ConLD,Abnorml,79900
445,60,RL,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,Gable,CompShg,VinylSd,VinylSd,0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,0,273,GasA,Ex,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,81,Unf,2,TA,TA,Y,144,133,0,0,0,0,0,None,None,0,7,2008,WD,Normal,210000
450,50,RM,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,Gable,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,0,318,GasA,Ex,Y,SBrkr,679,504,0,1183,0,0,1,1,2,1,TA,6,Typ,0,None,Detchd,68,Unf,1,TA,TA,Y,0,176,0,0,0,0,0,None,None,0,6,2007,WD,Normal,120000
455,90,RL,9297,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,No,ALQ,1606,Unf,0,122,GasA,TA,Y,SBrkr,1728,0,0,1728,2,0,2,0,4,2,TA,8,Typ,0,None,Detchd,63,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Family,188000
